client_id,client_age,customer_since,bank_account,credit_card,mortgage,total_number_of_products,customer_income,customer_debt,city,Bank,Branch,use_of_digital_channels,use_of_branches,bank_service_message
BXQI-6282-VJFG-0355,33,2010,yes,yes,yes,5,208639.63,238214.12,Seattle,Chase , Seattle Pike Street,high,high,"My recent interactions with the bank have been disappointing, particularly related to confusing mortgage process. Customer support was slow to respond, and I encountered multiple obstacles while trying to resolve basic issues. The overall banking experience left much to be desired, pushing me to consider alternatives."
HPRE-8873-KFTD-9900,67,2018,yes,no,no,2,245330.81,318348.79,Seattle,Chase , Seattle Pike Street,medium,low,"I've had an excellent experience with the bank's mobile check deposits. Their team is consistently supportive, and using their services has made managing my finances much easier. From digital banking to in-person interactions, everything feels smooth and efficient. I highly recommend their service to anyone looking for reliability."
MRDP-5337-YFKK-0904,46,1999,no,yes,no,2,222255.31,184039.05,Austin,Wells Fargo , Congress Avenue,low,medium,"My experience with the bank has been generally fine, especially regarding basic fraud alerts. There have been occasional issues but nothing too disruptive. Service is functional and gets the job done. I wouldn't call it exceptional, but it certainly meets most of my banking needs without much hassle."
NMTW-3123-ISED-5189,76,2016,yes,no,yes,5,97941.22,470940.55,Dallas,Wells Fargo , Main Street Dallas,medium,medium,"I've had an excellent experience with the bank's mobile app convenience. Their team is consistently supportive, and using their services has made managing my finances much easier. From digital banking to in-person interactions, everything feels smooth and efficient. I highly recommend their service to anyone looking for reliability."
GFNO-6086-BLBS-5147,74,2014,no,no,no,0,171362.75,66557.34,Austin,Wells Fargo , Congress Avenue,high,low,"My recent interactions with the bank have been disappointing, particularly related to slow fraud resolution. Customer support was slow to respond, and I encountered multiple obstacles while trying to resolve basic issues. The overall banking experience left much to be desired, pushing me to consider alternatives."
JQWE-4533-IHJF-1829,42,2013,no,no,no,0,87121.26,196414.78,Los Angeles,Chase , Downtown LA,medium,low,"I've had an excellent experience with the bank's easy credit card replacement. Their team is consistently supportive, and using their services has made managing my finances much easier. From digital banking to in-person interactions, everything feels smooth and efficient. I highly recommend their service to anyone looking for reliability."
ZTVK-9914-WBSH-3277,56,2016,yes,yes,yes,2,144647.87,78359.67,Boston,Bank of America , Boylston Street,medium,high,"My recent interactions with the bank have been disappointing, particularly related to slow fraud resolution. Customer support was slow to respond, and I encountered multiple obstacles while trying to resolve basic issues. The overall banking experience left much to be desired, pushing me to consider alternatives."
VBMB-2724-JVEY-5713,21,2022,no,yes,no,5,174948.09,384620.02,Seattle,Chase , Seattle Pike Street,high,medium,"I've had an excellent experience with the bank's Zelle payment speed. Their team is consistently supportive, and using their services has made managing my finances much easier. From digital banking to in-person interactions, everything feels smooth and efficient. I highly recommend their service to anyone looking for reliability."
UUAN-6256-TJEU-7068,70,2010,no,yes,yes,3,89310.43,466510.11,Denver,Chase , Denver 16th Street,high,high,"I've had an excellent experience with the bank's quick mortgage approval. Their team is consistently supportive, and using their services has made managing my finances much easier. From digital banking to in-person interactions, everything feels smooth and efficient. I highly recommend their service to anyone looking for reliability."
BFOL-5154-YKKL-8590,26,2017,yes,yes,yes,2,215361.22,156646.94,New York,Chase , 5th Avenue,medium,low,"My recent interactions with the bank have been disappointing, particularly related to poor customer service. Customer support was slow to respond, and I encountered multiple obstacles while trying to resolve basic issues. The overall banking experience left much to be desired, pushing me to consider alternatives."
SOLE-9014-LSBS-0596,26,2017,no,no,no,0,180346.76,144870.52,Chicago,Bank of America , Magnificent Mile,low,high,"I've had an excellent experience with the bank's reward programs. Their team is consistently supportive, and using their services has made managing my finances much easier. From digital banking to in-person interactions, everything feels smooth and efficient. I highly recommend their service to anyone looking for reliability."
AWOL-6717-QIHY-1541,71,1997,no,yes,no,5,246076.21,344981.86,Chicago,Bank of America , Magnificent Mile,low,low,"I've had an excellent experience with the bank's quick mortgage approval. Their team is consistently supportive, and using their services has made managing my finances much easier. From digital banking to in-person interactions, everything feels smooth and efficient. I highly recommend their service to anyone looking for reliability."
XVTQ-3244-UCGC-7583,23,2020,no,no,no,0,55057.62,9977.06,Chicago,Bank of America , Magnificent Mile,high,medium,"I've had an excellent experience with the bank's friendly customer service. Their team is consistently supportive, and using their services has made managing my finances much easier. From digital banking to in-person interactions, everything feels smooth and efficient. I highly recommend their service to anyone looking for reliability."
AYJT-9870-NDXC-2338,41,2018,yes,no,no,2,247136.6,443245.35,Austin,Wells Fargo , Congress Avenue,low,low,"My experience with the bank has been generally fine, especially regarding ordinary mortgage process. There have been occasional issues but nothing too disruptive. Service is functional and gets the job done. I wouldn't call it exceptional, but it certainly meets most of my banking needs without much hassle."
YLSM-2012-TLES-6156,68,1999,yes,yes,no,2,182180.92,474380.89,Chicago,Bank of America , Magnificent Mile,low,medium,"My experience with the bank has been generally fine, especially regarding average online experience. There have been occasional issues but nothing too disruptive. Service is functional and gets the job done. I wouldn't call it exceptional, but it certainly meets most of my banking needs without much hassle."
PWJY-2110-IVPO-8731,71,2000,no,no,yes,4,80857.77,260215.8,Denver,Chase , Denver 16th Street,low,medium,"My experience with the bank has been generally fine, especially regarding average service quality. There have been occasional issues but nothing too disruptive. Service is functional and gets the job done. I wouldn't call it exceptional, but it certainly meets most of my banking needs without much hassle."
